,FREQUENC,GEO,TIME,ISCED11,AGE,SEX,UNIT,ACL00,Value
4448,At least 4 times,Hungary,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,9.8
4449,At least 4 times,Hungary,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,12.0
4450,At least 4 times,Hungary,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,9.1
4451,At least 4 times,Hungary,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,11.0
4452,At least 4 times,Hungary,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,6.2
4453,At least 4 times,Hungary,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,3.6
4454,At least 4 times,Hungary,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,0.7
4455,At least 4 times,Hungary,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,24.8
4456,At least 4 times,Hungary,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,16.1
4457,At least 4 times,Hungary,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,13.4
4458,At least 4 times,Hungary,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,16.0
4459,At least 4 times,Hungary,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,14.2
4460,At least 4 times,Hungary,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,17.7
4461,At least 4 times,Hungary,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,9.0
4462,At least 4 times,Hungary,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,7.5
4463,At least 4 times,Hungary,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,2.7
4464,At least 4 times,Malta,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,18.9
4465,At least 4 times,Malta,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,19.7
4466,At least 4 times,Malta,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,11.5
4467,At least 4 times,Malta,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,17.2
4468,At least 4 times,Malta,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,12.3
4469,At least 4 times,Malta,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,13.7
4470,At least 4 times,Malta,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,7.7
4471,At least 4 times,Malta,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,5.3
4472,At least 4 times,Malta,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,1.6
4473,At least 4 times,Malta,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,13.3
4474,At least 4 times,Malta,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,13.7
4475,At least 4 times,Malta,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,7.3
4476,At least 4 times,Malta,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,11.6
4477,At least 4 times,Malta,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,8.7
4478,At least 4 times,Malta,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,10.2
4479,At least 4 times,Malta,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,6.5
4480,At least 4 times,Malta,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,4.5
4481,At least 4 times,Malta,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,1.2
4482,At least 4 times,Malta,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,21.7
4483,At least 4 times,Malta,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,21.6
4484,At least 4 times,Malta,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,16.9
4485,At least 4 times,Malta,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,19.8
4486,At least 4 times,Malta,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,16.0
4487,At least 4 times,Malta,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,17.4
4488,At least 4 times,Malta,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,9.4
4489,At least 4 times,Malta,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,3.0
4490,At least 4 times,Malta,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,2.6
4491,At least 4 times,Malta,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,18.3
4492,At least 4 times,Malta,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,23.1
4493,At least 4 times,Malta,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,18.0
4494,At least 4 times,Malta,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,21.5
4495,At least 4 times,Malta,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,18.6
4496,At least 4 times,Malta,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,18.0
4497,At least 4 times,Malta,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,12.9
4498,At least 4 times,Malta,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,14.9
4499,At least 4 times,Malta,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,5.9
4500,At least 4 times,Netherlands,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,37.9
4501,At least 4 times,Netherlands,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,35.1
4502,At least 4 times,Netherlands,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,32.2
4503,At least 4 times,Netherlands,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,31.0
4504,At least 4 times,Netherlands,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,33.8
4505,At least 4 times,Netherlands,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,40.4
4506,At least 4 times,Netherlands,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,29.1
4507,At least 4 times,Netherlands,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,30.7
4508,At least 4 times,Netherlands,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,13.1
4509,At least 4 times,Netherlands,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,32.4
4510,At least 4 times,Netherlands,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,29.8
4511,At least 4 times,Netherlands,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,25.5
4512,At least 4 times,Netherlands,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,32.1
4513,At least 4 times,Netherlands,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,27.3
4514,At least 4 times,Netherlands,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,27.6
4515,At least 4 times,Netherlands,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,26.3
4516,At least 4 times,Netherlands,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,29.9
4517,At least 4 times,Netherlands,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,10.4
4518,At least 4 times,Netherlands,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,42.7
4519,At least 4 times,Netherlands,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,37.1
4520,At least 4 times,Netherlands,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,33.8
4521,At least 4 times,Netherlands,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,28.8
4522,At least 4 times,Netherlands,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,33.4
4523,At least 4 times,Netherlands,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,40.3
4524,At least 4 times,Netherlands,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,29.0
4525,At least 4 times,Netherlands,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,35.1
4526,At least 4 times,Netherlands,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,14.7
4527,At least 4 times,Netherlands,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,31.4
4528,At least 4 times,Netherlands,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,34.8
4529,At least 4 times,Netherlands,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,35.2
4530,At least 4 times,Netherlands,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,32.5
4531,At least 4 times,Netherlands,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,37.3
4532,At least 4 times,Netherlands,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,45.2
4533,At least 4 times,Netherlands,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,31.5
4534,At least 4 times,Netherlands,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,26.2
4535,At least 4 times,Netherlands,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,19.1
4536,At least 4 times,Austria,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,24.9
4537,At least 4 times,Austria,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,23.3
4538,At least 4 times,Austria,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,16.7
4539,At least 4 times,Austria,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,18.8
4540,At least 4 times,Austria,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,17.6
4541,At least 4 times,Austria,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,18.8
4542,At least 4 times,Austria,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,15.7
4543,At least 4 times,Austria,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,11.5
4544,At least 4 times,Austria,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,5.1
4545,At least 4 times,Austria,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,23.9
4546,At least 4 times,Austria,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,20.5
4547,At least 4 times,Austria,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,10.7
4548,At least 4 times,Austria,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,7.2
4549,At least 4 times,Austria,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,9.8
4550,At least 4 times,Austria,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,8.8
4551,At least 4 times,Austria,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,11.6
4552,At least 4 times,Austria,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,6.1
4553,At least 4 times,Austria,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,3.1
4554,At least 4 times,Austria,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,25.4
4555,At least 4 times,Austria,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,24.6
4556,At least 4 times,Austria,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,19.1
4557,At least 4 times,Austria,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,20.6
4558,At least 4 times,Austria,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,19.8
4559,At least 4 times,Austria,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,21.0
4560,At least 4 times,Austria,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,18.2
4561,At least 4 times,Austria,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,14.6
4562,At least 4 times,Austria,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,7.5
4563,At least 4 times,Austria,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,25.6
4564,At least 4 times,Austria,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,23.6
4565,At least 4 times,Austria,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,17.3
4566,At least 4 times,Austria,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,20.2
4567,At least 4 times,Austria,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,17.7
4568,At least 4 times,Austria,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,19.6
4569,At least 4 times,Austria,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,13.4
4570,At least 4 times,Austria,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,11.8
4571,At least 4 times,Austria,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,5.1
4572,At least 4 times,Poland,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,12.1
4573,At least 4 times,Poland,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,10.4
4574,At least 4 times,Poland,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,5.6
4575,At least 4 times,Poland,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,7.0
4576,At least 4 times,Poland,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,5.5
4577,At least 4 times,Poland,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,6.0
4578,At least 4 times,Poland,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,3.9
4579,At least 4 times,Poland,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,2.4
4580,At least 4 times,Poland,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,1.2
4581,At least 4 times,Poland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,13.7
4582,At least 4 times,Poland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,13.2
4583,At least 4 times,Poland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,4.6
4584,At least 4 times,Poland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,6.4
4585,At least 4 times,Poland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,2.8
4586,At least 4 times,Poland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,4.1
4587,At least 4 times,Poland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,1.3
4588,At least 4 times,Poland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,1.2
4589,At least 4 times,Poland,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,0.6
4590,At least 4 times,Poland,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,11.3
4591,At least 4 times,Poland,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,9.4
4592,At least 4 times,Poland,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,5.3
4593,At least 4 times,Poland,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,6.1
4594,At least 4 times,Poland,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,4.8
4595,At least 4 times,Poland,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,5.0
4596,At least 4 times,Poland,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,4.1
4597,At least 4 times,Poland,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,2.8
4598,At least 4 times,Poland,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,1.9
4599,At least 4 times,Poland,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,11.2
4600,At least 4 times,Poland,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,9.9
4601,At least 4 times,Poland,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,7.4
4602,At least 4 times,Poland,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,8.1
4603,At least 4 times,Poland,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,7.9
4604,At least 4 times,Poland,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,8.8
4605,At least 4 times,Poland,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,5.7
4606,At least 4 times,Poland,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,3.3
4607,At least 4 times,Poland,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,1.4
4608,At least 4 times,Portugal,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,24.9
4609,At least 4 times,Portugal,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,23.8
4610,At least 4 times,Portugal,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,13.8
4611,At least 4 times,Portugal,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,20.0
4612,At least 4 times,Portugal,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,15.3
4613,At least 4 times,Portugal,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,17.8
4614,At least 4 times,Portugal,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,9.8
4615,At least 4 times,Portugal,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,6.3
4616,At least 4 times,Portugal,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,2.9
4617,At least 4 times,Portugal,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,23.2
4618,At least 4 times,Portugal,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,20.5
4619,At least 4 times,Portugal,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,9.9
4620,At least 4 times,Portugal,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,15.3
4621,At least 4 times,Portugal,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,11.4
4622,At least 4 times,Portugal,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,13.7
4623,At least 4 times,Portugal,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,8.5
4624,At least 4 times,Portugal,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,5.4
4625,At least 4 times,Portugal,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,2.6
4626,At least 4 times,Portugal,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,26.9
4627,At least 4 times,Portugal,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,27.8
4628,At least 4 times,Portugal,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,21.5
4629,At least 4 times,Portugal,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,23.7
4630,At least 4 times,Portugal,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,20.2
4631,At least 4 times,Portugal,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,22.0
4632,At least 4 times,Portugal,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,11.7
4633,At least 4 times,Portugal,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,17.3
4634,At least 4 times,Portugal,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,6.4
4635,At least 4 times,Portugal,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,25.8
4636,At least 4 times,Portugal,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,23.4
4637,At least 4 times,Portugal,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,20.3
4638,At least 4 times,Portugal,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,21.8
4639,At least 4 times,Portugal,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,21.3
4640,At least 4 times,Portugal,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,23.3
4641,At least 4 times,Portugal,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,16.2
4642,At least 4 times,Portugal,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,8.3
4643,At least 4 times,Portugal,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,6.7
4644,At least 4 times,Romania,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,9.9
4645,At least 4 times,Romania,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,9.7
4646,At least 4 times,Romania,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,6.3
4647,At least 4 times,Romania,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,9.2
4648,At least 4 times,Romania,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,6.5
4649,At least 4 times,Romania,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,6.7
4650,At least 4 times,Romania,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,4.3
4651,At least 4 times,Romania,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,4.0
4652,At least 4 times,Romania,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,2.6
4653,At least 4 times,Romania,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,7.8
4654,At least 4 times,Romania,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,7.1
4655,At least 4 times,Romania,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,4.1
4656,At least 4 times,Romania,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,5.5
4657,At least 4 times,Romania,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,3.9
4658,At least 4 times,Romania,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,4.0
4659,At least 4 times,Romania,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,3.0
4660,At least 4 times,Romania,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,3.3
4661,At least 4 times,Romania,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,2.2
4662,At least 4 times,Romania,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,12.2
4663,At least 4 times,Romania,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,11.3
4664,At least 4 times,Romania,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,6.6
4665,At least 4 times,Romania,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,9.6
